Checkin service,Departure/Arrival time convenient,Age,Flight Distance,Class_dummy_Eco,Type of Travel_dummy_Personal Travel,Customer Type_dummy_disloyal Customer,Class_dummy_Eco Plus,satisfaction
1,0,22,1516,0,0,0,0,0
2,0,28,2722,0,0,0,0,0
1,0,41,1805,1,0,0,0,0
2,0,41,1444,1,0,0,0,0
3,0,39,539,0,0,0,0,0
4,0,37,563,0,0,0,0,0
3,0,72,564,0,0,0,0,0
4,0,40,2560,1,0,0,0,0
4,0,40,2410,0,0,0,1,0
4,0,40,1542,1,0,0,0,0
2,0,44,513,0,0,0,0,0
2,0,27,4490,0,0,0,0,0
1,0,52,479,0,0,0,0,0
1,0,40,2390,1,0,0,0,0
4,0,39,1981,0,0,0,1,0
1,0,39,1047,1,0,0,0,0
3,0,31,2213,0,0,0,0,0
2,0,45,3100,0,0,0,0,0
1,0,38,3869,1,0,0,0,0
1,0,38,2481,1,0,0,0,0
2,0,38,1015,1,0,0,0,0
4,0,35,410,0,0,0,0,0
1,0,53,3115,0,0,0,0,0
1,0,35,1113,1,0,0,0,0
2,0,34,1510,0,0,0,1,0
4,0,33,2952,1,0,0,0,0
4,0,55,2573,0,0,0,0,0
2,0,47,2281,0,0,0,0,0
4,0,33,5299,0,0,0,0,0
2,0,33,318,0,0,0,0,0
2,0,22,3079,0,0,0,0,0
2,0,34,294,0,0,0,0,0
3,0,77,298,0,0,0,0,0
1,0,34,296,0,0,0,0,0
1,0,28,2805,1,0,0,0,0
4,0,28,1869,0,0,0,1,0
2,0,56,2068,0,0,0,0,0
4,0,27,1857,0,0,0,1,0
4,0,27,1812,1,0,0,0,0
4,0,30,4560,0,0,0,0,0
2,1,26,4100,1,0,0,0,0
2,1,24,1273,1,0,0,0,0
1,1,22,2021,1,0,0,0,0
1,1,38,3831,0,0,0,0,0
3,1,17,1653,1,0,0,0,0
4,1,40,2621,0,0,0,0,0
1,1,28,3697,0,0,0,0,0
2,5,34,2628,0,0,0,0,0
3,2,33,3891,0,0,0,0,0
1,4,32,3885,0,0,0,0,0
2,4,53,2508,0,0,0,0,0
1,3,63,461,1,0,0,0,0
3,3,60,2107,0,0,0,0,0
1,2,51,3868,0,0,0,0,0
2,2,60,1722,1,0,0,0,0
4,1,50,1771,0,0,0,0,0
1,2,44,1771,0,0,0,0,0
2,1,58,1798,1,0,0,0,0
1,1,58,1246,1,0,0,0,0
1,4,57,447,1,0,0,0,0
2,5,34,1556,0,0,0,0,0
2,5,44,1441,0,0,0,0,0
4,1,30,4471,0,0,0,0,0
3,5,25,3658,0,0,0,0,0
2,4,41,1607,0,0,0,0,0
2,1,59,1098,0,0,0,0,0
2,1,33,1066,0,0,0,0,0
1,5,30,1709,0,0,0,0,0
1,1,29,4402,0,0,0,0,0
1,2,52,1011,0,0,0,1,0
3,3,55,992,0,0,0,0,0
3,2,21,4041,0,0,0,0,0
4,2,50,1486,1,0,0,0,0
1,2,55,933,0,0,0,0,0
4,4,49,287,1,0,0,0,0
2,3,51,3096,0,0,0,0,0
3,5,40,2674,0,0,0,0,0
2,3,31,3262,0,0,0,0,0
1,1,51,1991,0,0,0,0,0
3,3,14,4455,0,0,0,0,0
3,4,57,660,0,0,0,0,0
4,2,56,2232,0,0,0,0,0
4,4,44,424,1,0,0,0,0
1,5,21,5001,0,0,0,0,0
2,3,43,1783,1,0,0,0,0
1,5,19,1949,0,0,0,0,0
2,2,24,5078,0,0,0,0,0
1,5,42,3954,0,0,0,0,0
2,5,41,1668,0,0,0,1,0
1,3,41,1220,0,0,0,1,0
2,2,41,2333,1,0,0,0,0
3,4,41,2196,1,0,0,0,0
2,1,26,3826,0,0,0,0,0
2,1,24,1905,0,0,0,0,0
1,3,39,1378,1,0,0,0,0
3,4,41,2802,0,0,0,0,0
2,2,38,2579,0,0,0,0,0
3,2,37,2159,1,0,0,0,0
1,1,42,3332,0,0,0,0,0
1,2,38,3780,0,0,0,0,0
2,1,57,1942,0,0,0,0,0
1,2,36,2283,1,0,0,0,0
1,1,36,2329,1,0,0,0,0
3,5,36,2274,1,0,0,0,0
3,5,47,382,0,0,0,0,0
1,2,35,1929,0,0,0,1,0
2,5,36,345,0,0,0,0,0
1,1,33,2151,1,0,0,0,0
1,3,33,1925,1,0,0,0,0
3,2,44,2441,0,0,0,0,0
2,5,51,2906,0,0,0,0,0
4,5,31,1559,0,0,0,1,0
1,5,57,332,0,0,0,0,0
3,2,39,2014,0,0,0,0,0
2,3,64,281,0,0,0,0,0
1,1,43,288,0,0,0,0,0
4,3,42,265,0,0,0,0,0
4,2,34,302,0,0,0,0,0
4,2,29,2806,1,0,0,0,0
4,2,34,279,0,0,0,0,0
1,1,28,1491,0,0,0,1,0
3,2,25,1561,0,0,0,0,0
2,5,59,3810,0,0,0,0,0
3,5,50,233,0,0,0,0,0
1,4,43,2738,0,0,0,0,0
3,3,44,1944,0,0,0,0,0
4,5,39,1866,0,0,0,0,0
3,5,50,76,0,0,0,0,0
2,3,80,442,0,0,0,1,0
4,2,80,1546,1,0,0,0,0
1,4,78,235,1,0,0,0,0
4,5,22,4017,0,0,0,0,0
3,3,70,963,0,0,0,1,0
3,3,26,3874,0,0,0,0,0
4,2,69,408,1,0,0,0,0
2,1,69,236,0,0,0,1,0
3,4,68,1206,0,0,0,1,0
1,3,68,1752,1,0,0,0,0
4,5,68,314,1,0,0,0,0
1,5,68,220,0,0,0,1,0
1,5,70,2512,0,0,0,0,0
1,4,66,2131,1,0,0,0,0
1,1,66,346,1,0,0,0,0
3,1,65,1737,0,0,0,1,0
1,3,64,1374,1,0,0,0,0
1,3,47,2454,0,0,0,0,0
1,3,51,2466,0,0,0,0,0
3,5,63,1994,0,0,0,1,0
1,5,63,1822,1,0,0,0,0
2,1,63,1996,1,0,0,0,0
2,5,29,3638,0,0,0,0,0
2,5,53,2330,0,0,0,0,0
3,3,67,2329,0,0,0,0,0
3,1,61,2118,1,0,0,0,0
2,1,61,2367,1,0,0,0,0
4,2,61,449,1,0,0,0,0
3,1,39,2228,0,0,0,0,0
3,3,64,2179,0,0,0,0,0
2,5,56,2079,0,0,0,0,0
4,4,60,1631,0,0,0,1,0
2,1,60,288,1,0,0,0,0
1,1,60,1422,0,0,0,1,0
3,3,54,1955,0,0,0,0,0
2,3,60,1762,1,0,0,0,0
4,3,59,755,1,0,0,0,0
4,3,59,1460,1,0,0,0,0
3,3,59,1430,1,0,0,0,0
1,5,59,1981,1,0,0,0,0
4,5,39,1844,0,0,0,0,0
2,2,53,1857,0,0,0,0,0
1,2,33,3271,0,0,0,0,0
4,1,43,1809,0,0,0,0,0
3,3,72,1751,0,0,0,0,0
1,5,50,1786,0,0,0,0,0
4,4,23,2821,0,0,0,0,0
2,1,44,1776,0,0,0,0,0
3,4,30,3428,0,0,0,0,0
3,5,59,3013,1,0,0,0,0
2,3,58,803,0,0,0,1,0
3,4,58,355,1,0,0,0,0
3,3,58,1659,0,0,0,0,0
2,1,44,1587,0,0,0,0,0
1,2,58,1541,1,0,0,0,0
2,5,57,1579,0,0,0,1,0
2,5,57,1115,1,0,0,0,0
1,4,59,1556,0,0,0,0,0
1,1,32,2899,0,0,0,0,0
3,4,50,1531,0,0,0,0,0
3,1,56,1550,0,0,0,0,0
1,5,30,2116,0,0,0,0,0
4,1,51,1529,0,0,0,0,0
4,5,45,1488,0,0,0,0,0
3,2,47,1513,0,0,0,0,0
1,4,39,1463,0,0,0,0,0
3,2,57,2873,1,0,0,0,0
1,3,57,1546,1,0,0,0,0
2,1,56,1723,1,0,0,0,0
1,1,56,1193,0,0,0,1,0
4,1,60,1458,0,0,0,0,0
3,4,46,1450,0,0,0,0,0
4,2,35,1459,0,0,0,0,0
3,1,53,1424,0,0,0,0,0
2,5,47,1441,0,0,0,0,0
3,4,38,1423,0,0,0,0,0
3,3,31,2976,0,0,0,0,0
2,4,65,1391,0,0,0,0,0
3,1,49,3372,0,0,0,0,0
2,2,55,3631,1,0,0,0,0
1,4,55,3173,1,0,0,0,0
1,1,55,2330,0,0,0,1,0
2,3,45,1278,0,0,0,0,0
4,2,58,2080,0,0,0,0,0
3,2,22,5271,0,0,0,0,0
4,3,48,3964,0,0,0,0,0
3,5,33,3301,0,0,0,0,0
2,3,59,2649,0,0,0,0,0
3,2,55,1551,1,0,0,0,0
4,1,55,2435,1,0,0,0,0
3,5,54,2363,1,0,0,0,0
1,2,54,2718,0,0,0,1,0
2,5,54,388,0,0,0,1,0
1,1,54,366,0,0,0,1,0
4,4,54,222,1,0,0,0,0
3,1,49,2482,0,0,0,0,0
3,2,35,3733,0,0,0,0,0
4,3,51,1124,0,0,0,0,0
3,1,53,1034,1,0,0,0,0
4,4,53,2646,1,0,0,0,0
2,3,53,1524,1,0,0,0,0
2,5,54,2766,0,0,0,0,0
4,4,48,2898,0,0,0,0,0
2,2,53,3552,0,0,0,0,0
1,4,46,1103,0,0,0,0,0
3,5,11,2207,0,0,0,0,0
4,5,31,2436,0,0,0,0,0
3,5,34,1090,0,0,0,0,0
4,5,38,1087,0,0,0,0,0
2,2,22,3698,0,0,0,0,0
1,4,40,1064,0,0,0,0,0
3,5,53,1819,1,0,0,0,0
4,3,53,1335,1,0,0,0,0
2,4,52,957,1,0,0,0,0
3,2,25,2206,0,0,0,0,0
3,1,40,2957,0,0,0,0,0
1,3,29,1963,0,0,0,0,0
3,4,52,1237,1,0,0,0,0
3,5,51,2698,1,0,0,0,0
1,4,51,3163,1,0,0,0,0
1,1,51,2244,1,0,0,0,0
4,3,29,2173,0,0,0,0,0
2,4,41,2105,0,0,0,0,0
3,3,61,2224,0,0,0,0,0
1,3,48,988,0,0,0,0,0
3,1,71,1594,0,0,0,0,0
4,4,50,2091,0,0,0,0,0
3,2,50,2260,0,0,0,1,0
3,4,50,581,1,0,0,0,0
3,3,50,510,1,0,0,0,0
3,2,50,1642,1,0,0,0,0
2,5,25,3140,0,0,0,0,0
4,1,57,3504,0,0,0,0,0
4,3,62,928,0,0,0,0,0
4,5,43,2770,0,0,0,0,0
2,4,44,928,0,0,0,0,0
2,4,30,2545,0,0,0,0,0
2,3,46,3036,0,0,0,0,0
2,1,64,910,0,0,0,0,0
3,4,38,946,0,0,0,0,0
4,2,49,1736,1,0,0,0,0
1,4,49,1283,1,0,0,0,0
1,1,49,1667,1,0,0,0,0
3,4,49,2295,1,0,0,0,0
1,1,49,1202,0,0,0,1,0
4,5,49,222,1,0,0,0,0
1,4,31,1945,0,0,0,0,0
1,2,26,2578,0,0,0,0,0
3,5,53,1928,0,0,0,0,0
1,5,48,863,0,0,0,0,0
1,1,49,1170,1,0,0,0,0
1,1,48,647,1,0,0,0,0
3,3,48,1439,1,0,0,0,0
4,4,40,2899,0,0,0,0,0
1,2,17,3904,0,0,0,0,0
1,5,24,2045,0,0,0,0,0
3,3,25,3943,0,0,0,0,0
1,5,49,838,0,0,0,0,0
3,2,35,3037,0,0,0,0,0
4,3,69,1869,0,0,0,0,0
3,4,60,3783,0,0,0,0,0
3,4,22,4882,0,0,0,0,0
2,1,20,2768,0,0,0,0,0
1,5,48,2159,1,0,0,0,0
4,4,48,810,1,0,0,0,0
4,4,47,647,1,0,0,0,0
3,2,47,602,1,0,0,0,0
4,3,47,1724,1,0,0,0,0
1,4,47,1611,0,0,0,1,0
2,2,47,1002,0,0,0,1,0
2,5,59,2126,0,0,0,0,0
2,2,28,1972,0,0,0,0,0
1,5,44,1874,0,0,0,0,0
1,2,43,788,0,0,0,0,0
2,3,31,3007,0,0,0,0,0
1,5,36,3365,0,0,0,0,0
3,4,9,4270,0,0,0,0,0
3,2,60,1865,0,0,0,0,0
2,4,47,451,1,0,0,0,0
1,3,46,1746,1,0,0,0,0
3,4,46,2483,0,0,0,1,0
2,3,46,454,1,0,0,0,0
4,4,19,2918,0,0,0,0,0
4,5,44,3183,0,0,0,0,0
4,4,59,2720,0,0,0,0,0
1,4,50,3383,0,0,0,0,0
2,5,47,2458,0,0,0,0,0
1,4,27,1810,0,0,0,0,0
1,4,49,700,0,0,0,0,0
3,5,34,727,0,0,0,0,0
2,2,24,5007,0,0,0,0,0
1,2,45,1527,1,0,0,0,0
2,2,45,2234,1,0,0,0,0
4,1,19,1736,0,0,0,0,0
2,5,20,2591,0,0,0,0,0
4,1,64,3279,0,0,0,0,0
4,2,40,1921,0,0,0,0,0
4,3,58,1783,0,0,0,0,0
1,1,38,678,0,0,0,0,0
4,4,45,2213,1,0,0,0,0
3,4,44,1461,1,0,0,0,0
1,2,44,2574,1,0,0,0,0
4,5,44,2273,0,0,0,1,0
2,2,44,240,0,0,0,1,0
1,2,62,678,0,0,0,0,0
1,1,28,1750,0,0,0,0,0
1,4,25,3082,0,0,0,0,0
1,2,45,2916,0,0,0,0,0
1,3,40,657,0,0,0,0,0
1,2,16,4795,0,0,0,0,0
2,2,41,3737,0,0,0,0,0
2,3,58,2237,0,0,0,0,0
4,1,56,654,0,0,0,0,0
2,3,23,4078,0,0,0,0,0
2,4,7,3537,0,0,0,0,0
1,2,25,2725,0,0,0,0,0
1,5,43,2594,0,0,0,1,0
2,2,43,973,1,0,0,0,0
4,3,43,719,1,0,0,0,0
3,3,43,1777,0,0,0,1,0
3,3,43,1686,1,0,0,0,0
4,2,43,98,0,0,0,1,0
3,2,39,607,0,0,0,0,0
2,5,33,2669,0,0,0,0,0
4,4,12,1573,0,0,0,0,0
3,2,30,4659,0,0,0,0,0
1,4,47,617,0,0,0,0,0
4,5,36,2690,0,0,0,0,0
2,1,72,2333,0,0,0,0,0
2,4,59,2737,0,0,0,0,0
4,1,43,1891,1,0,0,0,0
2,1,42,1250,1,0,0,0,0
2,4,42,1902,1,0,0,0,0
3,2,42,305,1,0,0,0,0
3,1,42,1695,1,0,0,0,0
4,2,47,608,0,0,0,0,0
1,3,40,4765,0,0,0,0,0
1,2,52,2171,0,0,0,0,0
3,2,59,3347,0,0,0,0,0
4,3,39,1894,0,0,0,0,0
1,5,30,2269,0,0,0,0,0
1,2,41,2379,0,0,0,0,0
1,5,48,2342,0,0,0,0,0
4,4,41,1948,1,0,0,0,0
1,2,41,1988,1,0,0,0,0
4,3,25,1537,0,0,0,0,0
1,1,22,2796,0,0,0,0,0
3,1,48,3723,0,0,0,0,0
1,1,42,2357,0,0,0,0,0
4,5,55,533,0,0,0,0,0
1,2,25,1584,0,0,0,0,0
4,5,7,3127,0,0,0,0,0
3,4,41,2774,1,0,0,0,0
4,5,41,2215,1,0,0,0,0
1,3,40,2425,1,0,0,0,0
3,4,40,1252,1,0,0,0,0
3,4,52,505,0,0,0,0,0
3,2,49,494,0,0,0,0,0
3,3,51,2400,0,0,0,0,0
2,1,55,497,0,0,0,0,0
3,5,49,3383,0,0,0,0,0
1,1,45,487,0,0,0,0,0
3,3,53,493,0,0,0,0,0
3,1,34,3414,0,0,0,0,0
2,3,51,3648,0,0,0,0,0
3,1,44,3249,0,0,0,0,0
2,1,39,3126,1,0,0,0,0
3,4,39,1993,1,0,0,0,0
4,2,39,2245,1,0,0,0,0
3,2,39,1325,0,0,0,1,0
4,4,51,2869,0,0,0,0,0
2,1,45,450,0,0,0,0,0
3,3,29,1104,0,0,0,0,0
3,1,42,462,0,0,0,0,0
2,1,37,432,0,0,0,0,0
3,2,48,1810,0,0,0,0,0
2,3,44,409,0,0,0,0,0
4,4,24,1256,0,0,0,0,0
4,2,37,2140,0,0,0,1,0
2,3,37,2471,1,0,0,0,0
1,3,37,1601,0,0,0,1,0
3,5,37,1258,1,0,0,0,0
2,4,60,3471,0,0,0,0,0
1,2,46,3987,0,0,0,0,0
2,4,43,2895,0,0,0,0,0
2,2,43,416,0,0,0,0,0
4,4,50,383,0,0,0,0,0
4,3,36,2162,1,0,0,0,0
4,2,36,1429,1,0,0,0,0
1,3,46,389,0,0,0,0,0
4,5,21,1420,0,0,0,0,0
3,1,35,1879,0,0,0,1,0
3,4,35,2457,1,0,0,0,0
4,2,35,2072,0,0,0,1,0
1,5,35,2436,0,0,0,1,0
1,4,35,2130,1,0,0,0,0
2,5,35,1106,1,0,0,0,0
1,4,35,1749,0,0,0,1,0
4,3,56,2821,0,0,0,0,0
3,3,43,2963,0,0,0,0,0
4,3,23,4430,0,0,0,0,0
2,3,34,1353,1,0,0,0,0
1,4,34,1578,1,0,0,0,0
3,4,34,1395,1,0,0,0,0
2,1,32,1843,0,0,0,0,0
4,3,47,352,0,0,0,0,0
4,5,33,1548,1,0,0,0,0
4,4,33,1220,1,0,0,0,0
1,4,29,4102,0,0,0,0,0
2,3,37,2939,0,0,0,0,0
4,5,41,2166,0,0,0,0,0
4,3,75,3913,0,0,0,0,0
3,5,74,3358,0,0,0,0,0
2,1,53,3510,0,0,0,0,0
1,1,32,5344,0,0,0,1,0
3,2,39,2005,0,0,0,0,0
3,5,41,344,0,0,0,0,0
3,3,28,2226,0,0,0,0,0
1,3,24,2972,0,0,0,0,0
2,1,62,329,0,0,0,0,0
1,3,78,2409,0,0,0,0,0
3,2,64,1915,0,0,0,0,0
4,5,34,346,0,0,0,0,0
2,5,31,2672,1,0,0,0,0
1,4,31,2794,1,0,0,0,0
2,5,31,2704,1,0,0,0,0
2,4,31,1583,1,0,0,0,0
3,2,31,1632,1,0,0,0,0
3,2,31,1575,1,0,0,0,0
3,3,59,3712,0,0,0,0,0
3,2,41,309,0,0,0,0,0
2,1,61,3674,0,0,0,0,0
1,4,47,3453,0,0,0,0,0
2,1,30,2827,0,0,0,1,0
3,4,24,3570,0,0,0,0,0
4,5,73,2763,0,0,0,0,0
3,1,69,3068,0,0,0,0,0
2,5,62,280,0,0,0,0,0
4,1,44,284,0,0,0,0,0
3,5,29,2708,1,0,0,0,0
2,4,40,2606,0,0,0,0,0
4,4,64,271,0,0,0,0,0
2,2,28,1691,1,0,0,0,0
3,3,28,1513,0,0,0,1,0
4,4,75,2749,0,0,0,0,0
1,4,49,283,0,0,0,0,0
4,5,27,3211,1,0,0,0,0
3,2,27,1903,1,0,0,0,0
1,4,27,2286,1,0,0,0,0
4,4,27,1994,0,0,0,1,0
3,4,27,1176,0,0,0,1,0
2,3,55,3326,0,0,0,0,0
1,4,35,253,0,0,0,0,0
4,2,35,229,0,0,0,0,0
3,1,62,1835,0,0,0,0,0
1,3,49,249,0,0,0,0,0
1,5,43,2309,0,0,0,0,0
4,5,32,3676,0,0,0,0,0
1,3,25,2390,1,0,0,0,0
2,2,43,3532,0,0,0,0,0
4,4,42,3765,0,0,0,0,0
3,1,61,229,0,0,0,0,0
1,1,77,2064,0,0,0,0,0
4,2,69,200,0,0,0,0,0
4,3,48,2291,0,0,0,0,0
4,1,24,2222,1,0,0,0,0
4,5,24,1947,1,0,0,0,0
3,5,23,3146,1,0,0,0,0
2,3,23,2299,0,0,0,1,0
2,2,36,3456,0,0,0,0,0
3,2,56,68,0,0,0,0,0
2,5,46,2604,0,0,0,0,0
3,4,20,3381,0,0,0,1,0
2,1,29,3015,0,0,0,0,0
4,3,31,3448,0,0,0,0,0
4,5,34,2097,0,0,0,0,0
1,3,60,3914,0,0,0,0,0
3,4,80,1181,0,0,0,1,0
1,3,28,5216,0,0,0,0,0
3,2,78,1110,0,0,0,1,0
1,1,55,2874,0,0,0,0,0
1,4,77,1231,0,0,0,1,0
4,1,76,1320,1,0,0,0,0
1,4,44,2738,0,0,0,0,0
1,1,74,1883,1,0,0,0,0
3,3,74,1484,0,0,0,1,0
3,2,73,2240,1,0,0,0,0
4,2,73,1216,1,0,0,0,0
1,1,72,1168,0,0,0,1,0
2,1,72,2120,0,0,0,1,0
1,2,31,3580,0,0,0,0,0
2,4,72,536,1,0,0,0,0
4,4,72,1595,1,0,0,0,0
1,1,72,1438,0,0,0,1,0
1,2,72,1379,1,0,0,0,0
1,5,39,2636,0,0,0,0,0
1,3,59,2608,0,0,0,0,0
1,1,71,1841,0,0,0,1,0
1,5,71,1876,0,0,0,1,0
3,1,71,236,1,0,0,0,0
4,2,49,2635,0,0,0,0,0
1,3,70,912,1,0,0,0,0
2,1,70,830,1,0,0,0,0
4,5,70,494,1,0,0,0,0
1,1,70,1590,0,0,0,1,0
1,1,70,380,1,0,0,0,0
1,1,69,2349,1,0,0,0,0
3,5,69,565,1,0,0,0,0
3,3,10,3590,0,0,0,0,0
1,3,68,1030,1,0,0,0,0
4,2,68,810,0,0,0,1,0
4,2,68,1825,1,0,0,0,0
2,4,68,246,1,0,0,0,0
4,1,68,1822,1,0,0,0,0
2,2,67,1290,0,0,0,1,0
1,5,67,1330,1,0,0,0,0
1,3,33,3552,0,0,0,0,0
1,2,66,3151,1,0,0,0,0
2,3,66,2415,1,0,0,0,0
4,4,66,529,1,0,0,0,0
4,4,66,1868,0,0,0,1,0
1,4,66,2386,0,0,0,1,0
3,1,66,448,1,0,0,0,0
1,2,66,1781,1,0,0,0,0
4,1,66,1031,1,0,0,0,0
1,5,66,1767,1,0,0,0,0
1,3,36,2516,0,0,0,0,0
1,4,34,2485,0,0,0,0,0
1,2,65,651,1,0,0,0,0
4,4,65,1436,1,0,0,0,0
3,5,65,96,1,0,0,0,0
3,2,65,50,1,0,0,0,0
4,2,22,3469,0,0,0,0,0
3,4,72,2488,0,0,0,0,0
4,1,64,2425,1,0,0,0,0
3,2,64,1749,0,0,0,1,0
1,2,64,1125,1,0,0,0,0
4,3,64,2521,1,0,0,0,0
3,3,64,2842,1,0,0,0,0
3,5,64,863,1,0,0,0,0
2,3,64,1846,0,0,0,1,0
3,1,64,1873,0,0,0,1,0
3,5,64,272,1,0,0,0,0
3,4,64,57,1,0,0,0,0
1,4,26,3693,0,0,0,0,0
1,1,63,4247,0,0,0,1,0
1,2,63,3596,1,0,0,0,0
4,1,63,912,0,0,0,1,0
2,2,63,478,1,0,0,0,0
2,1,63,384,1,0,0,0,0
4,4,63,351,0,0,0,1,0
3,5,63,1654,1,0,0,0,0
4,2,63,918,1,0,0,0,0
1,4,32,3447,0,0,0,0,0
2,5,24,3292,0,0,0,0,0
3,4,62,1705,0,0,0,1,0
2,2,62,831,1,0,0,0,0
3,1,62,1601,1,0,0,0,0
1,3,62,441,1,0,0,0,0
1,2,62,2210,0,0,0,1,0
2,4,62,216,1,0,0,0,0
3,1,62,234,1,0,0,0,0
1,2,62,1186,1,0,0,0,0
1,3,62,2158,1,0,0,0,0
4,1,64,2384,0,0,0,0,0
2,4,55,2368,0,0,0,0,0
1,5,35,2310,0,0,0,0,0
2,3,61,2807,1,0,0,0,0
4,2,61,832,1,0,0,0,0
4,4,61,744,0,0,0,1,0
4,2,61,2083,1,0,0,0,0
1,1,61,2007,1,0,0,0,0
4,1,61,1731,1,0,0,0,0
3,4,61,963,1,0,0,0,0
1,3,61,1678,1,0,0,0,0
4,1,31,4234,0,0,0,0,0
1,3,67,4009,0,0,0,0,0
1,5,40,4169,0,0,0,0,0
1,4,13,3849,0,0,0,0,0
1,2,25,3516,0,0,0,0,0
2,5,55,2256,0,0,0,0,0
1,5,27,3340,0,0,0,0,0
3,5,60,2176,0,0,0,0,0
1,1,9,3742,0,0,0,0,0
2,1,57,2149,0,0,0,0,0
3,1,29,3638,0,0,0,0,0
3,3,24,3909,0,0,0,0,0
2,1,60,2116,0,0,0,0,0
4,1,55,2083,0,0,0,0,0
3,5,61,2115,0,0,0,0,0
4,2,45,2107,0,0,0,0,0
3,2,24,2769,0,0,0,0,0
4,1,60,1623,0,0,0,1,0
1,3,29,3040,0,0,0,0,0
1,1,60,946,1,0,0,0,0
2,5,31,3033,0,0,0,0,0
4,1,60,580,0,0,0,1,0
1,2,67,2018,0,0,0,0,0
4,2,60,357,1,0,0,0,0
3,1,35,2023,0,0,0,0,0
2,1,18,3430,0,0,0,0,0
2,4,60,1826,0,0,0,1,0
1,2,60,1018,1,0,0,0,0
1,1,25,3007,0,0,0,0,0
2,5,38,1950,0,0,0,0,0
2,1,60,463,1,0,0,0,0
4,4,60,640,1,0,0,0,0
1,5,60,3665,1,0,0,0,0
3,4,60,1075,1,0,0,0,0
1,1,59,1035,0,0,0,1,0
2,3,59,984,1,0,0,0,0
2,4,59,871,1,0,0,0,0
2,1,59,1719,0,0,0,1,0
3,5,59,1668,1,0,0,0,0
4,2,29,3724,0,0,0,0,0
3,2,31,3530,0,0,0,0,0
2,2,42,1863,0,0,0,0,0
4,3,58,1831,0,0,0,0,0
1,2,25,3335,0,0,0,0,0
1,2,52,1823,0,0,0,0,0
2,5,9,2969,0,0,0,0,0
2,4,35,1802,0,0,0,0,0
1,5,53,3703,0,0,0,0,0
3,2,50,1778,0,0,0,0,0
2,1,23,2468,0,0,0,0,0
3,4,45,1766,0,0,0,0,0
4,2,27,2949,0,0,0,0,0
4,5,29,3333,0,0,0,0,0
4,1,30,3368,0,0,0,0,0
3,4,25,3021,0,0,0,0,0
1,3,25,2846,0,0,0,0,0
2,4,59,1571,1,0,0,0,0
2,2,59,695,1,0,0,0,0
4,4,59,991,1,0,0,0,0
1,4,58,2948,1,0,0,0,0
1,5,58,2838,1,0,0,0,0
1,3,58,2112,1,0,0,0,0
1,5,58,692,0,0,0,1,0
4,1,58,598,1,0,0,0,0
2,2,58,1836,0,0,0,1,0
3,1,58,2063,1,0,0,0,0
3,2,58,1266,1,0,0,0,0
1,2,58,122,1,0,0,0,0
3,3,9,3342,0,0,0,0,0
2,1,34,1752,0,0,0,0,0
1,1,33,1735,0,0,0,0,0
1,2,29,2840,0,0,0,0,0
1,5,40,1719,0,0,0,0,0
1,5,48,1704,0,0,0,0,0
3,2,29,3029,0,0,0,0,0
2,1,12,3262,0,0,0,0,0
4,2,40,1693,0,0,0,0,0
4,3,58,1628,0,0,0,0,0
3,4,35,1652,0,0,0,0,0
2,4,27,2887,0,0,0,0,0
1,1,47,1615,0,0,0,0,0
2,4,40,1656,0,0,0,0,0
1,4,36,1623,0,0,0,0,0
3,5,52,1600,0,0,0,0,0
2,1,54,1642,0,0,0,0,0
1,5,50,3142,0,0,0,0,0
2,3,18,3187,0,0,0,0,0
2,4,34,1587,0,0,0,0,0
3,5,55,1620,0,0,0,0,0
1,1,29,3133,0,0,0,0,0
2,5,17,3085,0,0,0,0,0
2,3,22,3297,0,0,0,0,0
3,2,58,2128,1,0,0,0,0
1,1,58,2196,1,0,0,0,0
3,1,58,2648,1,0,0,0,0
1,5,58,3807,1,0,0,0,0
1,4,58,2276,1,0,0,0,0
3,2,57,1513,0,0,0,1,0
3,2,57,762,1,0,0,0,0
4,2,57,2079,1,0,0,0,0
3,3,57,1343,1,0,0,0,0
4,5,57,380,1,0,0,0,0
1,5,57,202,0,0,0,1,0
2,2,57,978,1,0,0,0,0
4,2,51,1560,0,0,0,0,0
3,3,8,2908,0,0,0,0,0
1,1,13,3301,0,0,0,0,0
3,5,8,2777,0,0,0,0,0
2,4,27,2897,0,0,0,0,0
2,5,36,1506,0,0,0,0,0
2,3,49,1521,0,0,0,0,0
3,1,51,1526,0,0,0,0,0
3,5,56,1531,0,0,0,0,0
2,4,37,1510,0,0,0,0,0
2,2,57,1499,0,0,0,0,0
2,3,45,1501,0,0,0,0,0
4,2,34,1495,0,0,0,0,0
1,1,43,1473,0,0,0,0,0
1,2,56,1464,0,0,0,0,0
3,5,40,1442,0,0,0,0,0
2,3,24,2676,0,0,0,0,0
3,4,11,2787,0,0,0,0,0
1,4,30,3228,0,0,0,0,0
4,2,50,1467,0,0,0,0,0
3,3,50,1477,0,0,0,0,0
1,2,57,399,1,0,0,0,0
3,4,57,1723,1,0,0,0,0
2,5,57,483,1,0,0,0,0
2,3,57,918,1,0,0,0,0
1,2,57,2797,1,0,0,0,0
4,5,56,3838,0,0,0,1,0
2,5,56,825,1,0,0,0,0
4,3,56,2154,1,0,0,0,0
2,3,56,382,1,0,0,0,0
1,4,56,1292,1,0,0,0,0
1,1,56,1399,1,0,0,0,0
